sample_id,source,ionizable_lipid,helper_lipid,cell_line,cargo,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,Frac_sp3C,NP_ratio,size_nm,zeta_mV,PDI,pKa,MW_IL,n_amines,transfection_pct,efficacy_binary,efficacy_label
LNP_12633,Li2015,DLin-MC3-DMA,DOPC,A549,mRNA,41.72,9.9,1.05,47.32,0.2967,5.62,154.6,-7.36,0.0635,5.92,649.4,2,61.81,1,High
LNP_12634,Dahlman2014,DODAP,DOPE,HeLa,mRNA,42.45,14.6,1.79,41.17,0.7595,1.75,134.1,-1.72,0.1267,6.44,528.8,1,68.29,1,High
LNP_12635,Hassett2019,OF-02,DSPC,HeLa,pDNA,50.44,17.68,2.23,29.65,0.6632,3.28,129.9,-2.29,0.0701,5.72,661.4,4,35.97,0,Low
LNP_12636,Li2015,C12-200,DPPC,A549,siRNA,38.76,11.66,2.12,47.46,0.632,2.18,151.0,9.07,0.1859,6.49,457.2,1,46.65,1,High
LNP_12637,Fenton2016,C12-200,DSPE,MCF7,pDNA,41.94,12.19,2.59,43.28,0.645,4.43,88.6,-10.36,0.1009,6.79,659.8,1,48.94,1,High
LNP_12638,Jayaraman2012,C12-200,DSPE,Huh7,siRNA,47.2,12.34,1.14,39.32,0.4505,3.5,149.8,-10.32,0.1766,5.86,620.0,1,38.31,0,Low
LNP_12639,Fenton2016,cKK-E12,DSPC,Jurkat,mRNA,38.76,14.59,1.59,45.06,0.4776,6.35,139.6,-3.17,0.1744,7.04,575.7,1,59.47,1,High
LNP_12640,Oberli2017,OF-02,DSPC,RAW264.7,pDNA,39.76,15.45,1.95,42.84,0.5359,3.53,123.2,-6.85,0.2346,6.68,771.2,1,67.9,1,High
LNP_12641,Semple2010,cKK-E12,DSPE,Jurkat,siRNA,46.03,12.02,0.67,41.28,0.7403,3.84,66.7,-8.13,0.2307,7.1,647.9,4,58.55,0,Low
LNP_12642,BioNTech2021,LP01,DOPE,Huh7,siRNA,37.6,15.37,0.91,46.12,0.7445,2.61,120.4,-10.81,0.2541,5.75,609.6,3,53.24,1,High
LNP_12643,Hassett2019,Lipid5,DSPC,Huh7,ASO,44.2,10.93,1.84,43.04,0.4371,6.71,135.9,-7.46,0.0828,7.65,475.8,2,36.74,0,Low
LNP_12644,Oberli2017,L319,DPPC,Jurkat,pDNA,37.53,14.46,1.24,46.76,0.4707,5.76,114.9,-11.49,0.1573,5.93,589.3,1,67.89,1,High
LNP_12645,Fenton2016,LP01,DOPE,HeLa,ASO,50.96,16.76,2.34,29.94,0.4874,4.04,50.0,10.27,0.1759,6.83,541.5,3,26.8,0,Low
LNP_12646,Jayaraman2012,OF-02,DOPE,MCF7,pDNA,37.07,13.57,1.88,47.48,0.7598,6.19,80.7,-6.83,0.0805,6.95,654.1,1,65.08,1,High
LNP_12647,Oberli2017,MC3,DOPE,RAW264.7,mRNA,38.85,14.38,1.62,45.15,0.5937,6.18,141.8,-4.84,0.1879,5.59,505.3,4,44.81,1,High
LNP_12648,Semple2010,A2-Iso5-2DC18,DPPC,HeLa,ASO,37.42,15.23,2.01,45.34,0.386,5.27,118.1,-7.58,0.2088,6.27,694.7,1,37.54,0,Low
LNP_12649,BioNTech2021,FTT5,DSPE,Jurkat,siRNA,47.97,14.71,1.9,35.41,0.4636,3.22,96.2,1.02,0.0803,5.91,613.2,2,17.55,0,Low
LNP_12650,Oberli2017,SM-102,DOPC,RAW264.7,mRNA,45.0,16.58,0.8,37.62,0.4891,5.84,181.6,-0.19,0.2335,6.49,732.9,3,31.05,0,Low
LNP_12651,Fenton2016,MC3,DSPC,RAW264.7,pDNA,45.62,12.15,0.86,41.37,0.3326,2.22,74.2,-0.6,0.0996,5.93,792.3,2,31.8,0,Low
LNP_12652,Hassett2019,DLin-MC3-DMA,DSPE,PC3,siRNA,38.75,16.22,2.56,42.46,0.5023,8.66,147.7,-5.39,0.1077,6.06,623.1,4,52.41,1,High
LNP_12653,Sabnis2018,ALC-0315,DOPE,RAW264.7,pDNA,40.6,13.61,1.68,44.11,0.5592,4.62,124.8,-9.62,0.1642,6.77,793.2,2,61.48,1,High
LNP_12654,Whitehead2014,A2-Iso5-2DC18,DOPE,PC3,mRNA,48.65,13.88,1.2,36.27,0.4168,2.69,111.8,-14.52,0.204,6.63,776.4,3,10.32,0,Low
LNP_12655,Hassett2019,SM-102,DOPE,RAW264.7,mRNA,39.1,16.14,2.13,42.63,0.3172,5.3,94.7,-6.26,0.1808,6.18,723.4,1,56.01,0,Low
LNP_12656,Miao2020,DOTAP,DSPE,Jurkat,pDNA,40.65,13.84,3.45,42.07,0.4482,2.62,64.7,-17.47,0.1632,7.1,700.5,2,31.31,0,Low
LNP_12657,Miao2020,LP01,DSPC,PC3,pDNA,37.51,13.38,1.09,48.02,0.6427,6.5,120.0,-9.18,0.0756,5.61,578.2,1,60.98,1,High
LNP_12658,Oberli2017,Lipid5,DPPC,PC3,siRNA,41.65,11.68,1.36,45.32,0.5946,3.31,121.3,-5.13,0.1754,6.58,719.3,2,63.21,1,High
LNP_12659,Patel2017,SM-102,DOPE,MCF7,siRNA,33.63,15.85,1.58,48.94,0.4689,5.66,83.7,5.22,0.1603,6.22,891.6,3,61.35,1,High
LNP_12660,Dahlman2014,SM-102,DSPE,MCF7,pDNA,49.47,16.32,1.57,32.63,0.6107,1.58,65.7,-7.96,0.157,6.53,807.7,2,41.63,0,Low
LNP_12661,Miao2020,FTT5,DOPE,HeLa,mRNA,46.53,14.06,0.76,38.65,0.6795,2.35,97.9,-13.05,0.2423,6.34,739.9,2,61.39,1,High
LNP_12662,BioNTech2021,C12-200,DSPC,HeLa,siRNA,42.21,17.97,0.75,39.06,0.7298,3.33,88.9,-10.08,0.1354,7.03,852.3,1,60.33,1,High
LNP_12663,Patel2017,DODAP,DOPE,PC3,siRNA,32.24,16.48,0.95,50.33,0.5044,7.33,81.0,-4.93,0.151,5.81,713.3,2,65.1,1,High
LNP_12664,Hassett2019,FTT5,DOPE,A549,mRNA,41.44,10.82,1.65,46.09,0.3487,11.83,77.0,-3.82,0.1172,5.8,662.6,1,24.61,0,Low
LNP_12665,Kauffman2015,A2-Iso5-2DC18,DSPC,PC3,siRNA,35.64,10.78,1.38,52.21,0.5348,2.21,128.1,-12.99,0.1955,7.01,562.3,1,35.85,0,Low
LNP_12666,Oberli2017,DLin-MC3-DMA,DOPC,RAW264.7,mRNA,37.08,11.22,1.09,50.61,0.6421,5.59,75.1,6.61,0.1989,6.32,617.0,3,48.03,0,Low
LNP_12667,Jayaraman2012,MC3,DSPE,HEK293,mRNA,34.97,16.31,3.0,45.72,0.5356,2.98,116.2,-13.55,0.1048,5.66,674.8,3,29.28,0,Low
LNP_12668,Patel2017,DODAP,DSPE,RAW264.7,siRNA,40.23,10.85,2.53,46.39,0.7627,1.71,111.9,-14.5,0.1518,6.23,495.3,3,39.49,0,Low
LNP_12669,Moderna2021,DOTAP,DSPE,A549,siRNA,36.26,12.55,1.03,50.16,0.3066,3.72,97.8,-12.26,0.248,7.23,618.8,2,38.13,0,Low
LNP_12670,BioNTech2021,OF-02,DOPE,HeLa,pDNA,41.97,18.87,0.81,38.35,0.5945,6.13,100.3,2.85,0.328,5.12,650.1,2,36.58,0,Low
LNP_12671,BioNTech2021,LP01,DSPE,HeLa,mRNA,37.21,12.68,2.24,47.86,0.5502,2.66,97.2,-15.77,0.1537,5.94,499.0,2,45.83,1,High
LNP_12672,Whitehead2014,ALC-0315,DOPE,HEK293,mRNA,45.15,15.42,0.97,38.45,0.4493,3.38,66.1,-1.92,0.2216,6.19,742.7,2,70.44,1,High
LNP_12673,Oberli2017,FTT5,DOPC,HeLa,siRNA,44.5,11.16,2.52,41.82,0.7867,2.98,130.0,-13.49,0.0814,6.93,533.5,4,55.09,1,High
LNP_12674,Jayaraman2012,ALC-0315,DSPE,HeLa,mRNA,43.75,9.37,2.02,44.86,0.5486,1.46,73.3,-27.8,0.2007,6.2,445.4,2,77.54,1,High
LNP_12675,Fenton2016,LP01,DSPE,RAW264.7,mRNA,45.78,15.41,2.12,36.7,0.628,3.54,82.4,-6.59,0.1022,5.85,551.2,2,32.96,0,Low
LNP_12676,Li2015,IM23,DSPE,HEK293,siRNA,48.84,18.25,1.25,31.67,0.572,3.92,69.5,-16.69,0.0968,6.84,679.8,3,36.38,0,Low
LNP_12677,Miao2020,A2-Iso5-2DC18,DOPE,Jurkat,mRNA,40.17,16.2,2.12,41.51,0.5217,4.02,129.5,-7.52,0.3192,6.47,624.1,3,54.19,1,High
LNP_12678,Patel2017,DOTAP,DSPE,HEK293,pDNA,49.45,16.75,1.84,31.95,0.7153,16.45,102.4,-5.47,0.1895,6.83,680.6,2,21.26,0,Low
LNP_12679,Kauffman2015,OF-02,DSPE,Jurkat,siRNA,46.27,12.37,1.33,40.03,0.7288,1.98,97.4,-3.93,0.163,6.74,503.1,1,38.67,0,Low
LNP_12680,Jayaraman2012,L319,DSPE,A549,mRNA,37.12,13.07,0.69,49.11,0.6477,8.14,86.7,-8.78,0.1079,5.57,512.2,3,14.17,0,Low
LNP_12681,Dahlman2014,OF-02,DOPE,HEK293,mRNA,42.03,14.98,0.74,42.25,0.5488,6.04,103.8,-2.88,0.111,5.81,707.9,1,49.8,0,Low
LNP_12682,Li2015,OF-02,DOPC,PC3,ASO,35.35,13.59,1.48,49.58,0.688,6.1,76.5,1.4,0.1481,6.84,436.5,2,45.35,1,High
LNP_12683,Sabnis2018,cKK-E12,DOPE,Jurkat,pDNA,36.01,10.64,1.91,51.44,0.4512,3.51,196.6,-15.23,0.2496,6.06,696.9,2,38.29,0,Low
LNP_12684,BioNTech2021,C12-200,DOPC,PC3,ASO,40.82,19.5,0.94,38.75,0.6045,9.72,101.3,-14.13,0.1239,5.42,726.4,1,22.28,0,Low
LNP_12685,Oberli2017,ALC-0315,DPPC,RAW264.7,siRNA,41.7,12.02,1.94,44.33,0.2794,5.96,66.8,-9.35,0.2197,6.7,771.8,1,65.07,1,High
LNP_12686,Patel2017,FTT5,DPPC,HeLa,siRNA,43.0,11.97,2.04,42.99,0.5001,6.01,108.2,-1.99,0.1021,6.49,746.2,2,81.51,1,High
LNP_12687,BioNTech2021,cKK-E12,DPPC,PC3,siRNA,30.09,13.26,1.1,55.55,0.5261,3.06,188.1,-7.32,0.0653,5.69,678.9,2,34.52,0,Low
LNP_12688,Fenton2016,FTT5,DPPC,HeLa,siRNA,36.21,13.64,2.48,47.68,0.7964,3.0,71.6,1.28,0.2166,7.02,804.9,1,37.4,0,Low
LNP_12689,Oberli2017,DOTAP,DOPC,PC3,mRNA,42.78,11.19,0.87,45.16,0.7445,6.67,99.4,-3.36,0.1211,6.97,561.6,1,32.45,0,Low
LNP_12690,Jayaraman2012,ALC-0315,DOPC,MCF7,siRNA,37.62,9.61,0.96,51.8,0.3905,7.05,108.1,-19.72,0.0922,6.81,641.7,2,43.04,0,Low
LNP_12691,Hassett2019,ALC-0315,DPPC,Huh7,mRNA,32.71,19.52,1.22,46.55,0.4156,4.54,58.7,-12.29,0.1769,5.62,717.0,4,31.82,0,Low
LNP_12692,Kulkarni2019,MC3,DSPE,HEK293,siRNA,49.71,14.1,0.67,35.52,0.6383,2.58,74.0,1.32,0.1803,5.22,803.6,3,14.76,0,Low
LNP_12693,Patel2017,MC3,DOPC,Jurkat,siRNA,47.94,17.73,2.89,31.44,0.5966,3.33,116.8,-6.49,0.2103,6.41,695.5,3,34.04,0,Low
LNP_12694,Miao2020,IM23,DOPE,Huh7,ASO,41.08,11.81,3.24,43.88,0.6209,3.01,119.8,-7.77,0.2477,6.47,502.9,2,50.22,1,High
LNP_12695,Semple2010,cKK-E12,DSPE,PC3,mRNA,39.56,10.92,1.62,47.9,0.7655,5.29,126.9,-19.3,0.0673,6.25,715.8,2,72.84,1,High
LNP_12696,Miao2020,DOTAP,DOPE,PC3,mRNA,47.53,14.31,1.59,36.57,0.6589,10.15,181.7,-14.99,0.2009,6.07,688.2,1,17.12,0,Low
LNP_12697,Dahlman2014,OF-02,DOPC,Jurkat,siRNA,44.23,18.08,0.63,37.06,0.4286,5.73,112.8,8.94,0.0827,6.98,533.5,1,23.53,0,Low
LNP_12698,Kulkarni2019,ALC-0315,DOPE,Jurkat,ASO,44.24,17.7,2.11,35.94,0.3849,6.63,90.3,-6.08,0.1315,5.78,653.1,1,61.86,1,High
LNP_12699,Miao2020,cKK-E12,DOPE,A549,ASO,43.68,9.57,1.78,44.98,0.359,7.86,81.3,-3.69,0.0582,6.48,535.5,1,52.04,1,High
LNP_12700,Dahlman2014,LP01,DSPE,RAW264.7,siRNA,32.55,15.45,1.27,50.72,0.4637,9.28,79.2,-2.03,0.2473,5.67,504.5,1,42.3,0,Low
LNP_12701,Moderna2021,MC3,DSPE,A549,ASO,41.99,12.92,0.71,44.38,0.425,6.92,111.0,-15.2,0.2154,5.4,404.6,1,36.81,0,Low
LNP_12702,Miao2020,DODAP,DPPC,RAW264.7,pDNA,36.36,11.08,1.05,51.52,0.3894,2.8,92.5,-23.31,0.1492,5.42,660.8,1,43.11,0,Low
LNP_12703,Kulkarni2019,IM23,DOPC,A549,siRNA,46.4,20.39,2.56,30.65,0.7124,3.97,91.2,-3.3,0.1343,6.14,754.1,1,55.33,1,High
LNP_12704,Hassett2019,DLin-MC3-DMA,DSPE,Jurkat,mRNA,46.93,19.19,1.21,32.67,0.5271,3.48,54.0,-2.82,0.1222,7.45,731.2,3,33.61,0,Low
LNP_12705,Hassett2019,OF-02,DOPC,A549,pDNA,43.39,9.3,2.11,45.2,0.7126,5.72,76.0,6.08,0.1118,6.56,645.7,2,73.79,1,High
LNP_12706,BioNTech2021,MC3,DSPC,RAW264.7,siRNA,46.39,11.36,1.92,40.33,0.1797,2.83,118.8,-7.96,0.2813,5.66,350.0,2,51.28,0,Low
LNP_12707,Sabnis2018,Lipid5,DSPE,MCF7,mRNA,49.38,15.18,0.88,34.56,0.5288,6.99,118.8,-0.23,0.0913,4.81,616.7,4,15.46,0,Low
LNP_12708,Dahlman2014,C12-200,DSPE,A549,pDNA,39.99,20.27,0.92,38.83,0.7475,9.43,102.3,3.76,0.2309,6.4,638.7,1,26.76,0,Low
LNP_12709,Hassett2019,IM23,DPPC,Huh7,mRNA,37.56,13.51,3.11,45.82,0.5243,3.46,128.3,-2.97,0.1697,6.46,509.1,2,42.94,0,Low
LNP_12710,Jayaraman2012,LP01,DSPC,MCF7,siRNA,38.3,11.71,1.01,48.99,0.4513,3.24,127.0,-13.02,0.1603,6.98,705.7,1,51.75,1,High
LNP_12711,Kauffman2015,DLin-MC3-DMA,DPPC,MCF7,siRNA,48.67,10.48,2.25,38.6,0.4717,2.48,56.5,-1.22,0.0712,5.86,623.2,1,14.23,0,Low
LNP_12712,Dahlman2014,SM-102,DOPC,Jurkat,pDNA,39.89,8.82,1.16,50.12,0.4613,2.23,108.5,1.98,0.2295,6.01,770.0,2,32.72,0,Low
LNP_12713,Dahlman2014,IM23,DOPE,RAW264.7,siRNA,47.79,10.26,2.9,39.05,0.4988,3.52,108.6,-1.01,0.0969,5.81,694.8,1,46.4,0,Low
LNP_12714,Oberli2017,SM-102,DOPE,HEK293,mRNA,36.59,12.26,1.1,50.05,0.516,3.74,58.1,-23.67,0.1968,5.58,566.6,2,50.37,0,Low
LNP_12715,Semple2010,FTT5,DPPC,Huh7,siRNA,36.13,16.53,1.98,45.37,0.6473,7.55,97.2,2.93,0.0764,7.25,619.2,3,42.01,0,Low
LNP_12716,Whitehead2014,DODAP,DSPC,HeLa,mRNA,46.66,16.42,2.13,34.79,0.5793,5.75,76.4,-15.67,0.1781,6.46,599.7,2,73.16,1,High
LNP_12717,Patel2017,DLin-MC3-DMA,DSPC,Jurkat,mRNA,43.91,10.04,2.44,43.61,0.5949,5.13,93.6,-31.33,0.1598,5.96,667.0,3,34.16,0,Low
LNP_12718,Oberli2017,OF-02,DOPE,Jurkat,mRNA,40.82,9.96,1.52,47.7,0.6279,7.32,75.6,-11.58,0.1968,6.13,508.9,2,56.99,1,High
LNP_12719,Li2015,cKK-E12,DPPC,MCF7,siRNA,33.41,10.87,1.61,54.11,0.5617,4.9,90.3,0.63,0.2427,6.36,521.7,3,81.85,1,High
LNP_12720,Fenton2016,OF-02,DSPC,RAW264.7,siRNA,39.97,11.66,1.3,47.07,0.487,4.94,83.7,-3.91,0.1773,6.29,641.9,3,38.98,0,Low
LNP_12721,Oberli2017,OF-02,DPPC,HEK293,mRNA,37.82,12.75,2.68,46.76,0.629,4.83,135.2,-10.08,0.2617,6.39,823.9,2,52.39,1,High
LNP_12722,Jayaraman2012,DLin-MC3-DMA,DPPC,Huh7,siRNA,32.13,17.28,2.7,47.88,0.6895,10.54,76.1,0.27,0.119,6.15,728.9,1,56.41,1,High
LNP_12723,Moderna2021,IM23,DSPE,A549,mRNA,41.17,12.39,0.9,45.54,0.5419,4.8,133.6,-14.92,0.0624,6.88,513.1,4,53.72,0,Low
LNP_12724,Li2015,OF-02,DOPC,MCF7,siRNA,36.96,11.61,0.79,50.64,0.3963,2.95,117.4,-3.54,0.1766,7.95,395.8,3,10.53,0,Low
LNP_12725,Sabnis2018,A2-Iso5-2DC18,DOPE,PC3,siRNA,45.25,18.86,0.78,35.11,0.4606,7.69,70.5,4.34,0.1072,7.0,766.5,2,36.64,0,Low
LNP_12726,Li2015,DODAP,DSPC,PC3,siRNA,46.87,16.72,1.02,35.39,0.6983,2.09,84.0,12.98,0.0859,7.75,718.7,2,27.45,0,Low
LNP_12727,BioNTech2021,LP01,DSPC,MCF7,mRNA,42.97,15.14,1.04,40.85,0.375,4.79,67.8,-3.58,0.2319,6.59,601.0,1,47.51,0,Low
LNP_12728,Dahlman2014,MC3,DOPE,Jurkat,siRNA,43.13,8.75,1.83,46.3,0.5628,3.78,93.1,0.94,0.1408,6.61,698.5,2,47.26,1,High
LNP_12729,Dahlman2014,cKK-E12,DSPE,RAW264.7,pDNA,39.36,11.43,2.5,46.71,0.7114,6.16,62.3,-10.29,0.1738,5.95,419.4,2,56.77,1,High
LNP_12730,Li2015,MC3,DOPC,RAW264.7,siRNA,42.48,13.87,1.91,41.73,0.5839,5.03,63.2,-9.62,0.2206,7.35,643.6,2,35.83,0,Low
LNP_12731,Li2015,L319,DSPC,HEK293,mRNA,38.78,16.77,1.05,43.39,0.4978,4.78,73.5,3.33,0.1219,7.0,732.0,3,40.68,0,Low
LNP_12732,Li2015,IM23,DOPE,Jurkat,mRNA,40.02,17.53,1.44,41.0,0.7211,6.58,96.4,3.56,0.1809,5.89,457.9,1,44.35,1,High
LNP_12733,Fenton2016,DOTAP,DSPC,A549,siRNA,39.18,9.58,2.15,49.09,0.3787,2.8,73.1,-27.99,0.1015,7.0,582.9,2,21.65,0,Low
LNP_12734,Li2015,SM-102,DOPE,PC3,mRNA,37.63,13.89,1.28,47.19,0.718,4.61,105.8,-1.34,0.1365,6.87,699.1,2,55.63,1,High
LNP_12735,Sabnis2018,DODAP,DSPE,Jurkat,pDNA,39.26,19.09,0.74,40.9,0.7981,3.13,96.6,2.9,0.1107,6.34,497.1,2,58.79,1,High
LNP_12736,Kauffman2015,DODAP,DOPE,PC3,siRNA,39.78,15.74,1.59,42.89,0.5236,4.75,97.9,-7.05,0.2691,5.29,673.2,2,33.06,0,Low
LNP_12737,Patel2017,A2-Iso5-2DC18,DOPC,Huh7,mRNA,27.43,20.08,1.69,50.8,0.4222,2.61,125.0,-3.42,0.0902,5.95,531.0,2,22.79,0,Low
LNP_12738,Whitehead2014,L319,DPPC,A549,pDNA,34.06,15.96,1.35,48.63,0.7855,2.91,72.2,-16.7,0.1326,7.02,777.8,2,50.86,0,Low
LNP_12739,Li2015,cKK-E12,DSPC,MCF7,mRNA,46.14,12.99,1.86,39.01,0.5529,6.28,135.9,-10.74,0.1213,6.3,520.8,3,64.04,1,High
LNP_12740,Jayaraman2012,MC3,DOPC,RAW264.7,siRNA,31.65,16.91,1.51,49.93,0.5938,3.73,159.2,19.23,0.17,6.96,505.0,3,26.59,0,Low
LNP_12741,Whitehead2014,MC3,DPPC,Jurkat,siRNA,29.97,13.67,1.63,54.73,0.7166,2.22,70.9,15.65,0.1508,5.57,740.9,1,35.5,0,Low
LNP_12742,Whitehead2014,MC3,DSPE,RAW264.7,mRNA,35.58,13.89,2.12,48.41,0.3382,8.73,88.0,1.22,0.1263,5.98,740.8,2,46.55,1,High
LNP_12743,Kulkarni2019,IM23,DSPC,HeLa,pDNA,42.34,18.49,1.98,37.19,0.4114,10.32,63.9,-14.45,0.1285,6.07,832.7,1,52.59,1,High
LNP_12744,Fenton2016,DOTAP,DSPC,HeLa,mRNA,41.51,15.85,1.23,41.42,0.4868,2.52,116.6,-20.56,0.0925,6.43,798.2,3,53.99,1,High
LNP_12745,Moderna2021,ALC-0315,DOPC,HeLa,pDNA,46.7,15.49,1.16,36.65,0.4157,5.14,127.7,-7.27,0.1,6.97,402.8,1,43.85,1,High
LNP_12746,Li2015,FTT5,DPPC,MCF7,pDNA,48.46,12.27,1.08,38.2,0.5707,5.16,62.5,-5.01,0.1144,5.78,747.1,2,30.33,0,Low
LNP_12747,Miao2020,IM23,DOPC,HEK293,siRNA,43.34,17.73,1.06,37.86,0.6184,3.86,83.4,0.24,0.0951,6.39,668.8,1,61.16,1,High
LNP_12748,Semple2010,OF-02,DOPC,HeLa,mRNA,44.78,16.76,2.8,35.66,0.7863,7.24,81.2,-12.88,0.0931,7.05,770.4,3,54.94,1,High
LNP_12749,Hassett2019,A2-Iso5-2DC18,DOPE,Jurkat,mRNA,39.51,16.76,1.38,42.35,0.4921,3.85,123.5,-14.01,0.1482,5.63,914.5,4,47.35,0,Low
LNP_12750,BioNTech2021,DLin-MC3-DMA,DOPC,MCF7,mRNA,49.2,20.31,1.87,28.62,0.6745,3.52,69.9,-0.36,0.2374,6.27,736.4,2,38.95,0,Low
LNP_12751,Oberli2017,cKK-E12,DOPC,RAW264.7,mRNA,48.82,10.53,2.01,38.65,0.4753,7.58,178.1,-15.54,0.1901,4.72,747.0,2,10.26,0,Low
LNP_12752,Whitehead2014,MC3,DOPE,RAW264.7,mRNA,41.05,12.34,1.17,45.44,0.612,2.81,83.2,-10.77,0.0646,6.63,671.3,2,59.51,1,High
LNP_12753,Oberli2017,DODAP,DOPE,MCF7,pDNA,34.5,10.71,2.5,52.29,0.3015,2.31,114.9,-14.78,0.1664,6.58,756.0,1,43.55,0,Low
LNP_12754,Kulkarni2019,C12-200,DSPE,HeLa,mRNA,38.53,10.94,3.09,47.44,0.6954,1.71,111.8,-6.79,0.0943,6.11,875.0,2,49.32,1,High
LNP_12755,Miao2020,OF-02,DOPC,MCF7,mRNA,43.79,16.71,1.66,37.84,0.5514,2.71,101.4,-1.42,0.2238,6.67,537.8,1,53.71,1,High
LNP_12756,Moderna2021,Lipid5,DSPC,A549,pDNA,42.12,15.1,2.16,40.61,0.4535,3.27,116.4,-8.78,0.0876,7.33,631.1,1,29.81,0,Low
LNP_12757,Kulkarni2019,DODAP,DPPC,Jurkat,siRNA,41.46,11.65,3.28,43.61,0.4231,3.79,79.9,6.84,0.2689,6.22,546.8,1,39.59,0,Low
LNP_12758,Li2015,C12-200,DOPC,Huh7,siRNA,42.98,12.89,1.44,42.69,0.3353,3.94,70.0,-2.76,0.1575,6.82,644.8,4,49.13,0,Low
LNP_12759,Semple2010,DLin-MC3-DMA,DPPC,HeLa,ASO,34.36,13.37,1.71,50.57,0.7944,3.67,75.8,-4.57,0.1676,5.76,856.9,1,66.03,1,High
LNP_12760,Kauffman2015,FTT5,DOPE,Huh7,siRNA,41.17,12.76,1.24,44.83,0.6756,5.68,57.8,-6.64,0.164,6.11,583.8,1,54.48,1,High
LNP_12761,Kulkarni2019,MC3,DOPC,Huh7,mRNA,32.52,13.31,3.21,50.96,0.4498,3.24,106.6,-17.32,0.1607,6.85,704.1,1,63.75,1,High
LNP_12762,Patel2017,SM-102,DSPC,Huh7,ASO,44.94,11.16,1.69,42.2,0.605,10.73,115.1,0.34,0.0664,7.53,620.9,4,33.43,0,Low
LNP_12763,Sabnis2018,cKK-E12,DOPC,HEK293,mRNA,48.53,17.08,0.94,33.45,0.6546,5.99,63.9,-11.57,0.1669,5.98,599.1,2,46.6,0,Low
LNP_12764,Whitehead2014,LP01,DPPC,Jurkat,pDNA,31.63,14.9,2.47,51.0,0.3127,7.06,94.0,-1.38,0.1191,5.76,457.8,1,63.49,1,High
LNP_12765,Kulkarni2019,Lipid5,DOPC,RAW264.7,pDNA,38.16,12.74,3.6,45.49,0.5208,5.16,117.2,-16.14,0.1429,6.74,706.0,2,40.3,0,Low
LNP_12766,Jayaraman2012,SM-102,DSPE,Huh7,pDNA,41.36,13.23,1.87,43.53,0.3319,3.69,50.0,-5.65,0.174,5.3,746.7,1,7.42,0,Low
LNP_12767,Sabnis2018,MC3,DSPC,HEK293,mRNA,41.53,16.04,0.82,41.61,0.6897,2.99,71.0,-4.29,0.0532,6.81,716.2,4,60.29,1,High
LNP_12768,Kauffman2015,DODAP,DSPE,HEK293,pDNA,51.42,16.74,0.92,30.92,0.6567,2.29,61.0,-13.29,0.2181,5.59,811.8,1,18.29,0,Low
LNP_12769,Sabnis2018,LP01,DSPC,PC3,mRNA,43.26,16.46,1.11,39.17,0.1804,8.76,55.4,-2.97,0.1968,6.25,524.6,1,30.15,0,Low
LNP_12770,Whitehead2014,SM-102,DOPC,Huh7,pDNA,40.81,13.2,1.05,44.94,0.5515,7.73,107.7,-7.47,0.1975,6.51,534.6,2,54.51,0,Low
LNP_12771,Patel2017,A2-Iso5-2DC18,DSPE,A549,mRNA,45.97,13.58,0.68,39.76,0.3976,4.97,67.8,-22.39,0.1573,7.34,689.5,1,26.59,0,Low
LNP_12772,Semple2010,L319,DPPC,Huh7,mRNA,41.2,11.99,1.03,45.79,0.53,5.7,122.3,-10.51,0.085,6.88,661.9,1,35.95,0,Low
LNP_12773,Li2015,IM23,DSPE,Huh7,ASO,36.87,11.64,1.46,50.03,0.6612,3.67,115.7,-3.41,0.1237,5.64,357.3,4,46.22,0,Low
LNP_12774,Hassett2019,C12-200,DOPC,HeLa,ASO,48.75,15.79,1.91,33.55,0.3784,1.94,84.4,-23.57,0.0685,6.45,592.1,3,62.87,1,High
LNP_12775,Fenton2016,DLin-MC3-DMA,DSPC,HeLa,pDNA,44.94,10.9,2.58,41.58,0.6005,2.42,86.3,5.64,0.114,6.81,856.6,1,65.05,1,High
LNP_12776,Hassett2019,IM23,DPPC,RAW264.7,mRNA,43.56,12.82,2.21,41.41,0.4194,4.09,131.2,4.96,0.1256,6.56,480.2,3,58.38,1,High
LNP_12777,Dahlman2014,C12-200,DPPC,HEK293,mRNA,39.5,9.77,2.53,48.19,0.7078,3.03,59.4,6.21,0.1335,6.47,506.7,1,51.45,1,High
LNP_12778,Patel2017,OF-02,DSPE,MCF7,siRNA,45.14,10.25,2.36,42.25,0.3752,11.13,69.4,-6.87,0.1321,6.38,831.5,2,60.08,1,High
LNP_12779,Dahlman2014,MC3,DPPC,HEK293,ASO,46.21,9.0,1.11,43.68,0.4073,3.72,138.0,-14.4,0.2014,5.8,353.8,2,36.34,0,Low
LNP_12780,Hassett2019,DLin-MC3-DMA,DOPC,MCF7,siRNA,42.37,16.92,3.67,37.04,0.4853,3.59,115.6,7.84,0.07,6.82,812.1,1,33.71,0,Low
LNP_12781,Oberli2017,OF-02,DPPC,RAW264.7,siRNA,40.47,15.01,3.34,41.17,0.7275,3.22,70.7,3.68,0.1404,6.96,737.4,1,14.53,0,Low
LNP_12782,Hassett2019,L319,DSPC,A549,siRNA,39.37,14.77,2.03,43.83,0.7285,7.61,103.0,7.51,0.1536,6.54,781.2,3,67.63,1,High
