record_id,source,cell_line,IL_mol_pct,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,Frac_sp3C,MW,LogP,pKa,HBD,HBA,RotBonds,TPSA,Size_nm,PDI,Zeta_mV,EE_pct,NP_ratio,efficacy
LNP_09220,Fenton2016,PC3,51.89,32.84,13.48,1.78,0.5206,923.12,6.593,7.464,3,7,18,86.61,99.5,0.0781,-11.55,85.44,18.11,Low
LNP_09221,Billingsley2020,HepG2,46.05,41.87,10.29,1.78,0.5529,546.74,5.797,6.467,2,3,15,80.71,105.8,0.0823,2.08,91.07,6.42,High
LNP_09222,Kulkarni2019,PC3,49.27,41.13,8.67,0.93,0.5205,497.21,8.178,7.41,3,7,19,59.88,71.2,0.1696,-22.61,88.59,14.06,Medium
LNP_09223,Dahlman2017,A549,45.12,37.33,16.37,1.18,0.5468,555.03,6.74,6.657,3,8,12,42.44,135.9,0.0898,8.37,96.61,6.53,High
LNP_09224,Hajj2019,HeLa,44.66,34.32,18.14,2.87,0.6391,527.29,9.112,6.832,4,6,15,45.09,134.1,0.1178,2.56,97.3,11.66,Medium
LNP_09225,Hajj2019,RAW264.7,44.76,35.92,16.5,2.83,0.5968,639.21,8.593,6.411,1,6,17,37.5,83.5,0.179,9.01,93.96,7.71,High
LNP_09226,Fenton2016,MCF-7,42.27,46.05,10.39,1.28,0.4866,859.87,8.618,5.634,3,6,16,1.65,172.8,0.0903,5.49,97.17,11.12,Low
LNP_09227,Hajj2019,RAW264.7,37.87,48.53,11.69,1.91,0.5263,798.31,10.772,6.963,0,3,11,63.53,70.5,0.1711,16.24,87.44,4.72,Low
LNP_09228,Patel2020,HEK293,53.99,37.0,8.35,0.67,0.6021,694.81,8.424,8.297,0,8,13,42.13,117.5,0.1319,13.1,98.05,9.57,Low
LNP_09229,Sabnis2018,HEK293,44.76,39.89,13.86,1.49,0.5422,647.02,8.933,5.976,0,8,18,71.2,99.6,0.1035,1.08,76.29,16.7,High
LNP_09230,Hajj2019,HEK293,39.77,40.31,18.79,1.13,0.4421,332.32,10.464,6.281,4,3,11,107.22,107.7,0.0933,3.04,72.73,14.04,Medium
LNP_09231,Billingsley2020,A549,41.14,45.81,10.88,2.16,0.6564,472.38,7.915,7.68,3,6,16,53.45,74.1,0.1235,-3.99,97.84,19.18,Low
LNP_09232,Oberli2017,HEK293,48.4,39.12,11.47,1.01,0.6048,681.04,8.167,7.818,1,6,11,52.02,106.4,0.1658,2.93,94.76,8.29,Low
LNP_09233,Miao2020,HEK293,46.42,40.4,11.98,1.21,0.5541,646.9,7.934,7.054,3,3,7,49.35,117.2,0.1194,0.54,97.2,1.59,High
LNP_09234,Kauffman2015,A549,44.78,38.28,15.55,1.4,0.5322,638.27,5.082,5.472,1,2,19,82.41,129.4,0.0919,-4.76,96.75,11.48,Medium
LNP_09235,Patel2020,HepG2,46.11,40.59,12.22,1.09,0.7133,603.17,9.739,6.239,2,9,11,43.76,94.8,0.1457,6.83,87.0,17.3,Medium
LNP_09236,Kulkarni2019,PC3,49.05,35.74,14.07,1.14,0.6125,514.48,6.947,6.544,0,3,11,96.0,62.8,0.0603,-11.15,89.74,3.23,High
LNP_09237,Kulkarni2019,HeLa,47.04,35.6,16.72,0.64,0.7093,741.36,7.454,7.041,2,4,9,63.22,83.5,0.1138,16.06,96.6,18.17,High
LNP_09238,Dahlman2017,MCF-7,45.71,42.2,9.59,2.5,0.4963,614.75,8.75,7.567,4,4,8,55.3,84.9,0.0677,9.43,95.02,11.42,Low
LNP_09239,Dahlman2017,Jurkat,46.45,39.32,12.46,1.78,0.5495,574.99,8.403,5.481,2,7,7,24.51,120.0,0.0807,3.72,94.35,16.66,Medium
LNP_09240,Kulkarni2019,HepG2,45.16,40.21,13.24,1.39,0.7277,777.67,5.341,5.932,4,8,18,51.07,73.5,0.0662,-0.27,97.93,7.44,High
LNP_09241,Billingsley2020,HepG2,50.11,36.86,12.44,0.58,0.5523,737.84,9.199,6.77,3,2,10,54.43,209.6,0.1904,2.88,85.98,10.34,High
LNP_09242,Kauffman2015,MCF-7,40.55,38.37,19.42,1.66,0.5633,784.11,4.108,6.513,0,9,9,68.98,92.1,0.1049,-7.43,95.17,14.07,Medium
LNP_09243,Billingsley2020,HeLa,50.83,31.52,16.62,1.03,0.7499,466.03,10.899,6.272,2,6,19,51.92,78.5,0.0861,12.87,98.54,18.31,High
LNP_09244,Kulkarni2019,RAW264.7,47.45,43.22,8.69,0.64,0.6482,784.96,9.713,7.726,4,7,11,60.37,78.3,0.0841,5.21,83.78,15.05,Low
LNP_09245,Dahlman2017,HepG2,46.5,41.36,10.18,1.96,0.5589,605.55,7.029,7.696,4,5,8,69.85,105.1,0.132,16.87,98.53,7.75,Medium
LNP_09246,Hajj2019,HeLa,54.27,36.2,8.83,0.71,0.5247,734.22,13.39,6.88,2,8,16,54.98,162.9,0.0628,0.41,98.39,1.14,Medium
LNP_09247,Dahlman2017,RAW264.7,41.4,43.12,13.69,1.79,0.6148,612.69,5.799,6.3,4,4,6,27.54,64.8,0.1365,3.24,98.3,15.86,Medium
LNP_09248,Miao2020,HEK293,52.61,37.78,7.79,1.82,0.7152,546.6,8.344,6.215,4,8,8,28.3,156.3,0.0739,-0.37,91.06,1.73,High
LNP_09249,Kulkarni2019,A549,44.55,43.31,10.93,1.2,0.4786,406.88,10.894,6.359,2,3,11,66.11,144.7,0.1613,9.43,92.64,5.47,Medium
LNP_09250,Dahlman2017,Jurkat,51.52,37.28,10.37,0.82,0.5139,716.61,8.797,7.429,2,8,17,44.1,76.4,0.1446,-3.68,85.01,18.51,Medium
LNP_09251,Hajj2019,PC3,46.44,44.82,7.17,1.57,0.4344,458.49,12.098,5.729,4,7,6,76.65,111.9,0.0792,-5.46,97.09,9.51,Low
LNP_09252,Miao2020,A549,45.2,39.66,13.68,1.45,0.6345,695.52,10.608,6.294,0,5,10,53.47,61.7,0.2068,3.32,89.96,12.05,Medium
LNP_09253,Patel2020,HeLa,49.65,38.81,9.87,1.67,0.5826,729.75,7.094,5.925,0,4,13,88.61,101.7,0.0704,9.92,88.74,2.55,High
LNP_09254,Sabnis2018,PC3,51.93,35.75,10.05,2.28,0.4996,641.35,6.357,6.92,3,6,5,91.33,79.0,0.1128,-1.99,93.49,19.22,Medium
LNP_09255,Oberli2017,HepG2,45.91,36.06,16.88,1.15,0.7231,679.7,6.898,7.56,2,5,5,69.28,130.4,0.1169,-14.81,96.1,10.39,Medium
LNP_09256,Hajj2019,RAW264.7,47.82,34.44,15.89,1.85,0.6284,601.17,6.112,7.177,0,3,15,40.38,64.9,0.0791,10.67,91.99,12.38,High
LNP_09257,Patel2020,HEK293,39.34,46.25,12.0,2.41,0.5637,654.7,7.413,6.084,2,9,19,51.28,91.2,0.0775,26.14,97.04,3.86,Medium
LNP_09258,Billingsley2020,MCF-7,49.53,41.87,6.28,2.33,0.6653,606.36,11.284,6.335,4,6,19,40.81,102.8,0.0992,0.31,98.03,14.07,Medium
LNP_09259,Oberli2017,A549,54.36,32.3,11.72,1.63,0.535,591.61,9.578,7.047,3,5,16,146.85,134.4,0.0621,-2.41,85.25,9.01,Low
LNP_09260,Kulkarni2019,Jurkat,48.82,37.1,11.5,2.58,0.5068,829.73,7.838,7.246,3,7,15,9.79,112.3,0.1301,17.27,96.21,10.41,Medium
LNP_09261,Billingsley2020,PC3,49.45,34.68,14.19,1.68,0.6435,578.22,10.345,6.463,4,8,15,44.15,108.2,0.0972,12.2,95.08,3.73,High
LNP_09262,Sabnis2018,PC3,45.51,40.71,12.63,1.15,0.5879,688.03,8.805,7.203,4,7,17,43.23,70.7,0.0939,4.07,87.29,11.22,Medium
LNP_09263,Sabnis2018,MCF-7,43.93,44.45,9.93,1.7,0.6319,542.75,4.714,5.255,1,8,10,50.64,92.8,0.1955,-2.57,96.38,16.28,Low
LNP_09264,Kulkarni2019,RAW264.7,46.43,35.13,16.45,1.99,0.5441,641.03,7.914,5.944,1,8,7,93.66,73.5,0.1222,-2.99,92.46,17.53,Medium
LNP_09265,Billingsley2020,MCF-7,47.51,35.62,15.23,1.65,0.4804,431.44,12.754,6.72,3,2,19,56.84,119.7,0.0713,11.67,87.04,3.34,High
LNP_09266,Hajj2019,PC3,54.32,34.72,8.95,2.01,0.5031,813.99,9.707,7.073,1,5,8,50.36,114.6,0.0768,8.67,97.34,16.53,Medium
LNP_09267,Sabnis2018,Jurkat,44.85,39.58,12.99,2.58,0.6144,584.79,7.884,5.601,0,8,14,103.87,95.8,0.1444,-4.0,86.5,1.5,Medium
LNP_09268,Sabnis2018,HepG2,51.77,35.91,9.51,2.81,0.7123,427.41,8.384,6.304,1,4,11,64.58,107.5,0.1645,-0.24,97.78,6.0,Medium
LNP_09269,Fenton2016,HeLa,47.63,37.53,14.06,0.77,0.5875,598.49,8.573,6.012,3,2,13,42.31,100.7,0.2498,-3.63,94.32,8.62,High
LNP_09270,Sabnis2018,HEK293,48.39,43.18,7.45,0.98,0.6038,581.64,7.142,6.215,2,9,8,45.74,88.4,0.1959,17.91,92.27,9.28,Medium
LNP_09271,Kauffman2015,A549,52.92,35.47,10.27,1.35,0.6294,535.82,5.863,6.813,2,6,15,63.99,118.1,0.1185,-2.17,92.77,14.96,High
LNP_09272,Oberli2017,HeLa,46.19,42.06,11.1,0.65,0.4346,549.12,8.143,6.977,4,5,10,31.22,81.9,0.2423,-1.42,96.3,6.65,Low
LNP_09273,Kauffman2015,RAW264.7,44.23,42.32,12.52,0.93,0.6247,625.54,8.696,6.636,2,5,8,43.74,75.3,0.0758,-1.21,94.75,12.6,High
LNP_09274,Oberli2017,PC3,45.22,41.72,11.48,1.59,0.6417,765.54,9.698,6.876,3,3,8,59.29,135.3,0.1109,7.9,94.81,17.95,Medium
LNP_09275,Billingsley2020,HeLa,49.03,36.0,13.48,1.49,0.6755,667.25,7.924,5.677,1,4,17,91.72,97.7,0.1947,-3.49,83.6,16.71,Medium
LNP_09276,Sabnis2018,PC3,42.13,40.71,14.66,2.5,0.6002,404.09,8.474,5.863,4,5,11,59.68,69.3,0.1957,3.23,97.66,3.27,Medium
LNP_09277,Hajj2019,HepG2,52.75,30.75,14.91,1.59,0.4924,668.06,8.483,6.088,4,9,6,73.5,61.3,0.2105,9.1,93.52,11.57,Low
LNP_09278,Billingsley2020,HeLa,41.38,41.26,15.08,2.27,0.6083,543.23,6.254,6.04,1,6,9,35.73,144.6,0.0824,0.94,98.9,10.25,High
LNP_09279,Patel2020,A549,46.79,36.2,15.82,1.19,0.5104,631.31,11.427,6.064,1,5,10,61.61,113.9,0.1126,-5.44,97.44,16.8,High
LNP_09280,Billingsley2020,RAW264.7,41.43,43.02,12.85,2.69,0.5881,488.67,6.612,7.289,1,9,15,37.61,77.7,0.237,11.28,90.31,16.55,Medium
LNP_09281,Kauffman2015,HepG2,43.07,39.12,15.64,2.17,0.6349,507.23,8.945,5.314,1,8,18,62.63,125.3,0.0999,5.91,95.05,10.94,Medium
LNP_09282,Dahlman2017,A549,46.1,39.86,12.7,1.34,0.6327,568.26,4.988,6.147,3,9,8,62.56,116.3,0.1688,-8.32,93.29,14.2,High
LNP_09283,Oberli2017,HepG2,50.41,35.42,12.49,1.67,0.6052,407.65,7.285,6.533,1,9,5,57.76,87.3,0.0861,-0.05,97.33,18.42,High
LNP_09284,Dahlman2017,MCF-7,52.12,40.77,5.86,1.25,0.4273,573.07,6.151,6.408,4,5,11,66.28,37.5,0.1252,3.75,92.56,5.97,Low
LNP_09285,Patel2020,HeLa,50.67,39.35,7.83,2.15,0.6873,833.5,7.397,6.439,1,9,12,23.3,95.3,0.0933,-8.4,89.91,12.0,Medium
LNP_09286,Dahlman2017,HEK293,48.92,33.91,14.89,2.27,0.6479,571.93,4.649,6.748,2,8,5,25.38,130.9,0.1201,2.69,97.22,18.56,High
LNP_09287,Billingsley2020,HeLa,41.28,37.31,19.27,2.14,0.519,662.34,7.421,6.111,3,9,17,76.58,76.8,0.0687,15.63,93.14,12.17,High
LNP_09288,Dahlman2017,PC3,45.61,38.08,14.61,1.69,0.6941,395.71,10.066,6.957,1,7,19,59.73,112.6,0.078,-2.21,88.81,9.66,High
LNP_09289,Kauffman2015,HeLa,46.0,39.52,12.69,1.78,0.5227,710.86,10.127,7.698,2,4,7,72.26,97.9,0.0898,-5.18,94.09,15.32,Medium
LNP_09290,Patel2020,MCF-7,42.17,39.89,17.05,0.89,0.5902,721.02,10.742,6.335,4,9,7,69.71,77.7,0.0905,2.7,84.48,19.07,High
LNP_09291,Dahlman2017,HeLa,42.82,40.33,15.25,1.6,0.7046,440.76,8.821,6.289,2,4,7,36.22,173.2,0.0616,7.71,90.2,15.78,High
LNP_09292,Hajj2019,MCF-7,47.43,41.38,9.31,1.88,0.6546,697.61,5.816,7.709,2,9,9,21.67,131.4,0.0885,-6.76,93.4,6.81,Medium
LNP_09293,Dahlman2017,HepG2,41.84,43.84,11.66,2.66,0.5566,656.68,7.726,8.263,2,4,6,21.97,106.7,0.1481,-3.8,94.21,17.74,Low
LNP_09294,Dahlman2017,PC3,45.62,39.99,12.28,2.11,0.5958,454.97,12.022,6.152,2,7,12,21.09,116.3,0.2063,-3.14,84.32,4.22,High
LNP_09295,Dahlman2017,HEK293,41.85,43.75,13.29,1.11,0.5434,704.4,6.085,7.503,0,9,10,69.47,63.2,0.1779,-7.06,98.34,14.57,Low
LNP_09296,Patel2020,HEK293,43.8,40.56,12.06,3.57,0.7135,1001.76,7.297,6.371,0,8,17,26.24,116.4,0.127,3.79,98.4,6.81,Low
LNP_09297,Fenton2016,MCF-7,46.81,40.33,12.14,0.72,0.604,383.05,7.464,6.293,3,5,19,60.06,69.8,0.1108,4.49,83.92,7.67,Medium
LNP_09298,Miao2020,A549,43.01,42.45,12.35,2.19,0.4336,708.9,10.522,6.998,3,8,17,48.5,110.9,0.2145,-9.57,93.18,14.58,Low
LNP_09299,Hajj2019,MCF-7,46.98,40.16,11.13,1.73,0.4309,488.43,6.756,6.46,3,9,8,61.52,116.9,0.151,16.08,95.71,10.37,Medium
LNP_09300,Kulkarni2019,HepG2,48.64,38.25,10.9,2.2,0.5717,643.41,9.876,6.463,1,3,8,55.97,99.8,0.1606,3.87,92.73,1.01,High
LNP_09301,Fenton2016,HEK293,42.35,44.15,12.67,0.84,0.6987,744.63,7.326,7.755,0,5,13,73.7,119.2,0.0645,5.97,85.24,18.04,Medium
LNP_09302,Kulkarni2019,A549,37.94,47.38,11.98,2.7,0.4438,625.27,8.004,6.713,3,6,14,61.51,86.1,0.231,-3.93,90.71,11.47,Low
LNP_09303,Billingsley2020,HEK293,47.71,37.91,12.57,1.81,0.5772,560.75,5.567,7.342,4,6,5,-0.43,137.6,0.1724,12.98,79.54,4.47,Medium
LNP_09304,Sabnis2018,MCF-7,43.51,41.11,12.98,2.4,0.4632,456.04,5.392,5.971,0,7,9,67.63,122.4,0.1389,2.52,98.09,5.28,Medium
LNP_09305,Sabnis2018,RAW264.7,42.71,42.88,13.27,1.14,0.6411,554.52,7.163,5.903,3,4,11,61.77,120.9,0.1469,-3.24,95.64,14.95,High
LNP_09306,Hajj2019,MCF-7,42.95,42.85,12.64,1.56,0.6075,478.34,8.347,6.812,0,5,9,31.35,98.8,0.2137,-15.6,90.88,19.05,Low
LNP_09307,Patel2020,HepG2,41.87,43.59,11.71,2.83,0.378,711.5,9.809,7.107,3,3,19,35.6,112.8,0.0767,-0.12,82.77,15.11,Low
LNP_09308,Dahlman2017,HeLa,45.47,40.4,11.64,2.49,0.6265,676.29,6.366,5.9,4,8,9,64.01,186.8,0.0946,-8.26,91.48,17.48,Medium
LNP_09309,Sabnis2018,HEK293,53.38,35.08,9.6,1.94,0.7572,655.8,8.082,5.882,2,3,13,66.67,89.9,0.1059,-3.8,83.47,12.0,High
LNP_09310,Kauffman2015,HeLa,48.35,42.48,8.27,0.89,0.5954,754.74,10.189,5.623,2,7,11,83.47,82.6,0.207,1.75,96.35,14.59,Low
LNP_09311,Hajj2019,RAW264.7,42.69,45.1,11.03,1.18,0.5858,632.35,9.163,6.914,0,7,11,50.01,80.1,0.1112,15.02,87.47,10.48,Low
LNP_09312,Fenton2016,HEK293,41.69,42.02,14.51,1.78,0.553,627.05,7.162,7.601,2,4,7,93.29,91.1,0.0948,-7.1,91.94,3.58,Medium
LNP_09313,Sabnis2018,HeLa,42.91,43.63,12.58,0.88,0.5267,641.45,10.277,4.972,0,7,11,77.17,125.3,0.1979,3.64,93.27,3.28,Low
LNP_09314,Kulkarni2019,HepG2,41.47,43.17,14.29,1.07,0.6013,545.46,6.883,5.666,2,7,12,43.16,141.3,0.0956,-14.01,71.55,3.64,Medium
LNP_09315,Oberli2017,A549,42.86,37.54,17.47,2.12,0.7201,846.28,6.803,5.052,3,3,18,83.51,110.4,0.1872,4.76,76.48,9.37,Low
LNP_09316,Kauffman2015,RAW264.7,47.96,38.51,12.18,1.35,0.7034,552.35,9.626,6.648,4,9,5,75.32,60.1,0.1784,8.43,89.06,13.94,High
LNP_09317,Sabnis2018,PC3,46.58,37.73,12.13,3.56,0.6068,510.14,7.899,6.42,0,5,5,48.66,81.2,0.1092,8.69,94.1,2.81,Medium
LNP_09318,Hajj2019,PC3,40.63,44.31,13.09,1.97,0.5786,389.71,10.004,5.987,3,7,10,62.74,100.2,0.0622,3.11,89.35,2.51,Medium
LNP_09319,Billingsley2020,MCF-7,39.79,39.54,17.79,2.88,0.5455,722.24,8.243,5.633,4,8,16,87.35,139.2,0.0776,0.87,89.1,16.94,Low
LNP_09320,Kauffman2015,HeLa,41.18,44.2,12.4,2.22,0.6801,809.3,6.411,7.018,3,2,10,58.41,88.2,0.1455,6.62,92.35,15.16,Low
LNP_09321,Sabnis2018,MCF-7,39.88,43.0,16.1,1.02,0.4265,567.25,9.43,5.996,2,6,14,53.77,113.5,0.1018,5.65,93.57,2.95,Low
LNP_09322,Dahlman2017,A549,44.68,47.8,6.14,1.38,0.5161,886.53,10.838,5.91,1,6,11,82.31,98.8,0.153,5.97,95.83,12.87,Low
LNP_09323,Kauffman2015,A549,47.1,43.3,8.89,0.72,0.6419,644.15,10.259,6.564,1,5,8,61.51,85.2,0.1272,4.77,87.34,6.05,Low
LNP_09324,Patel2020,MCF-7,48.79,41.91,8.3,0.99,0.6331,718.4,6.181,6.931,3,4,15,69.78,161.2,0.092,14.41,96.76,8.75,High
LNP_09325,Kulkarni2019,HEK293,47.11,40.37,11.85,0.67,0.6159,491.85,8.934,7.79,2,9,12,26.37,155.3,0.1325,0.37,88.0,18.31,Low
LNP_09326,Sabnis2018,A549,48.56,36.28,13.15,2.01,0.4508,515.34,11.938,6.927,4,9,10,39.85,230.3,0.1492,4.14,93.88,17.78,High
LNP_09327,Billingsley2020,RAW264.7,44.65,41.7,11.99,1.66,0.4252,818.68,8.519,8.053,4,2,10,63.84,127.7,0.0894,0.84,93.96,5.18,Low
LNP_09328,Fenton2016,Jurkat,44.47,42.65,8.71,4.17,0.5961,707.82,7.253,5.304,0,3,12,75.71,89.0,0.1278,3.43,89.98,18.49,Low
LNP_09329,Dahlman2017,HEK293,50.11,35.54,13.24,1.11,0.5973,734.13,9.102,5.508,3,4,12,70.3,99.6,0.1425,8.03,87.56,1.65,High
LNP_09330,Sabnis2018,HepG2,49.25,42.74,6.23,1.77,0.6913,559.33,6.262,7.147,4,8,14,76.18,162.2,0.0609,11.27,89.58,2.39,Medium
LNP_09331,Dahlman2017,HeLa,45.03,41.35,11.57,2.05,0.6484,664.73,9.15,6.385,0,2,17,33.0,80.9,0.201,-3.06,93.06,7.36,Medium
LNP_09332,Billingsley2020,HeLa,41.2,40.81,16.07,1.91,0.5897,593.65,9.745,5.904,1,5,16,42.77,91.9,0.1106,-4.79,88.04,11.28,Medium
LNP_09333,Kulkarni2019,MCF-7,47.7,39.35,11.16,1.79,0.5273,489.25,8.573,5.599,4,5,17,92.05,63.0,0.1016,1.73,87.58,4.89,Medium
LNP_09334,Fenton2016,A549,40.78,35.61,20.47,3.14,0.5319,751.74,9.171,8.297,2,4,11,51.18,74.7,0.1244,2.27,92.17,12.74,Low
LNP_09335,Dahlman2017,PC3,39.7,48.43,10.74,1.13,0.4405,629.16,11.485,6.497,2,2,18,20.99,152.8,0.1581,2.71,83.52,18.83,Low
LNP_09336,Hajj2019,RAW264.7,52.42,34.95,12.08,0.55,0.5608,657.22,9.93,6.612,4,9,17,64.45,77.3,0.1835,10.63,95.24,12.15,High
LNP_09337,Kauffman2015,MCF-7,44.47,41.12,13.29,1.12,0.7183,590.26,6.282,8.08,4,3,6,82.46,83.1,0.2192,10.15,94.18,9.54,Low
LNP_09338,Sabnis2018,Jurkat,46.16,42.06,10.46,1.31,0.636,601.54,6.927,7.941,3,3,10,33.74,64.0,0.1558,2.79,93.57,18.86,Low
LNP_09339,Billingsley2020,HepG2,46.79,41.38,10.83,1.0,0.56,686.21,9.756,7.411,2,2,13,46.44,112.9,0.0812,-6.2,81.4,9.87,Medium
LNP_09340,Kulkarni2019,PC3,47.04,38.96,12.3,1.69,0.6839,674.17,8.948,7.476,0,3,19,86.22,136.3,0.0891,1.7,93.77,6.7,High
LNP_09341,Patel2020,Jurkat,45.91,40.84,12.75,0.51,0.5926,458.32,9.598,6.759,1,9,10,44.65,63.1,0.1629,-6.91,97.6,11.65,Medium
LNP_09342,Patel2020,HEK293,43.64,40.71,12.69,2.96,0.4055,712.31,5.96,6.629,0,2,9,88.93,140.3,0.2763,6.8,85.33,15.62,Low
LNP_09343,Patel2020,RAW264.7,51.27,37.56,9.52,1.64,0.5437,734.08,5.142,6.629,3,5,10,76.77,185.9,0.1506,1.23,95.98,10.76,Low
LNP_09344,Hajj2019,HepG2,47.68,36.73,14.57,1.02,0.7287,835.54,10.068,6.906,3,6,12,57.55,113.2,0.1234,9.53,92.75,13.44,High
LNP_09345,Fenton2016,Jurkat,50.61,38.91,9.57,0.92,0.6022,715.53,11.96,6.226,0,4,5,94.6,63.7,0.056,2.78,80.29,19.2,Medium
LNP_09346,Miao2020,HepG2,45.89,36.41,16.42,1.29,0.6119,819.89,8.325,6.387,2,7,16,58.67,116.1,0.1066,8.19,93.95,5.87,High
LNP_09347,Kulkarni2019,A549,49.41,40.25,8.95,1.39,0.5973,757.42,6.842,6.467,2,5,7,72.23,112.3,0.1266,7.48,89.66,16.24,Medium
LNP_09348,Sabnis2018,HEK293,38.24,42.21,18.0,1.56,0.5228,725.2,7.581,5.805,1,3,11,41.65,96.5,0.1147,-11.15,88.8,9.41,Low
LNP_09349,Hajj2019,PC3,41.47,43.96,12.21,2.36,0.4377,467.25,8.022,6.671,0,2,14,77.59,97.8,0.1367,15.44,91.56,13.2,Low
LNP_09350,Miao2020,HEK293,46.12,39.04,13.17,1.67,0.6186,493.44,9.626,6.627,4,7,14,63.01,151.9,0.1789,22.15,95.66,13.97,High
LNP_09351,Hajj2019,Jurkat,50.16,36.3,12.07,1.47,0.6773,608.08,11.066,7.469,0,2,7,56.66,69.1,0.071,13.74,97.78,2.06,Medium
LNP_09352,Patel2020,MCF-7,47.65,41.6,9.53,1.22,0.4442,837.14,10.313,5.638,2,9,17,67.47,100.9,0.0873,-1.97,93.89,14.48,Medium
LNP_09353,Kulkarni2019,A549,45.76,37.94,14.24,2.07,0.5848,455.27,11.333,7.796,1,5,10,38.43,124.5,0.1659,-18.65,91.72,1.87,Low
LNP_09354,Dahlman2017,RAW264.7,45.19,44.62,8.17,2.02,0.7542,598.47,9.695,6.431,1,5,12,10.85,72.0,0.1027,9.62,86.16,16.52,Medium
LNP_09355,Dahlman2017,A549,54.26,37.04,7.93,0.78,0.733,695.04,7.955,7.632,4,4,19,28.41,106.2,0.1257,4.65,94.51,12.77,Low
LNP_09356,Kulkarni2019,HEK293,53.28,32.66,13.01,1.05,0.4954,590.55,9.47,6.427,4,7,19,42.21,98.3,0.1159,-3.24,98.77,17.9,Medium
LNP_09357,Miao2020,Jurkat,48.14,37.49,10.74,3.64,0.6227,610.7,10.819,6.859,0,4,7,64.02,67.2,0.0752,-3.3,80.73,14.63,Low
LNP_09358,Sabnis2018,MCF-7,49.92,38.67,10.44,0.97,0.476,699.95,6.035,6.527,2,9,14,84.06,113.7,0.2306,2.97,95.21,6.01,Medium
LNP_09359,Dahlman2017,PC3,45.5,42.76,10.58,1.15,0.5854,720.28,8.399,6.129,1,5,14,86.72,139.1,0.0818,0.21,85.84,9.33,High
LNP_09360,Miao2020,HeLa,50.23,35.63,12.93,1.21,0.4072,423.66,9.323,6.101,0,4,7,72.75,90.6,0.0992,-13.64,91.12,7.93,High
LNP_09361,Dahlman2017,HepG2,43.8,37.43,17.1,1.67,0.5257,745.15,8.449,7.089,4,3,7,63.12,119.0,0.1057,5.11,92.97,6.79,High
LNP_09362,Hajj2019,HepG2,47.18,39.82,10.57,2.43,0.4344,486.44,11.388,6.245,0,4,5,78.14,62.2,0.1242,1.37,95.36,14.72,Medium
LNP_09363,Dahlman2017,HeLa,49.21,33.52,15.57,1.7,0.5556,539.7,11.911,5.328,4,5,17,40.1,139.6,0.2903,0.31,92.72,10.8,Low
LNP_09364,Patel2020,HepG2,40.56,39.14,18.57,1.73,0.5524,642.67,6.091,6.883,3,3,17,51.19,155.3,0.1953,1.42,93.04,4.85,High
LNP_09365,Dahlman2017,PC3,46.53,37.34,14.8,1.33,0.4503,356.14,8.533,5.999,4,8,6,50.7,125.8,0.0916,-8.0,89.39,6.92,High
LNP_09366,Kulkarni2019,PC3,45.83,38.42,14.61,1.13,0.4803,800.96,9.119,7.822,2,7,5,74.5,98.7,0.1359,-3.96,97.29,10.32,Low
LNP_09367,Hajj2019,RAW264.7,51.8,34.98,12.0,1.22,0.6369,696.52,7.41,6.184,1,6,18,60.78,115.1,0.1261,2.31,97.37,2.66,High
LNP_09368,Dahlman2017,HepG2,44.91,38.53,13.64,2.92,0.5695,624.5,8.858,7.563,2,7,17,52.06,96.7,0.195,6.76,88.82,16.01,Low
LNP_09369,Patel2020,PC3,51.68,31.66,15.59,1.07,0.6333,623.72,11.255,5.791,4,4,11,58.63,77.8,0.0901,4.01,95.27,14.95,Medium
LNP_09370,Dahlman2017,MCF-7,47.19,41.91,10.1,0.8,0.6418,574.55,11.492,6.41,0,4,5,62.09,65.4,0.1805,-1.67,95.38,17.21,High
LNP_09371,Sabnis2018,HeLa,41.7,39.99,17.31,1.0,0.7033,553.79,9.191,6.134,2,2,17,16.52,58.1,0.1987,3.77,93.28,9.7,High
LNP_09372,Dahlman2017,A549,46.64,37.88,14.73,0.75,0.5593,655.54,4.365,6.13,4,6,19,44.79,94.7,0.1931,-0.05,91.91,3.29,High
LNP_09373,Billingsley2020,Jurkat,47.18,36.21,14.79,1.83,0.6248,741.93,12.101,6.133,3,9,5,50.25,69.5,0.1168,4.5,98.12,19.09,High
LNP_09374,Sabnis2018,HeLa,42.82,37.52,18.77,0.89,0.6663,634.68,9.779,6.64,3,2,17,79.06,83.5,0.1837,3.17,97.83,18.11,High
LNP_09375,Dahlman2017,MCF-7,51.04,35.04,9.22,4.71,0.6601,479.5,7.994,7.038,2,6,18,46.74,80.2,0.0724,-5.66,84.55,3.33,Low
LNP_09376,Kauffman2015,PC3,44.33,42.1,11.7,1.87,0.6249,671.15,10.102,6.338,1,3,15,63.87,99.1,0.1723,9.6,92.67,5.64,Low
LNP_09377,Dahlman2017,MCF-7,46.47,42.68,9.5,1.34,0.5902,712.82,4.416,6.488,2,7,6,40.87,73.2,0.1386,-5.5,90.24,8.35,Medium
LNP_09378,Sabnis2018,Jurkat,48.83,41.76,8.33,1.07,0.7017,628.95,10.688,7.533,1,4,8,45.08,108.1,0.0852,4.62,95.89,2.78,Medium
